,token_ids,Artifact,Category,Eastern Resource,Eastern Resource Tier,Environment,Environment Tier,Koda,Northern Resource,Northern Resource Tier,Obelisk Piece,Plot,Sediment,Sediment Tier,Southern Resource,Southern Resource Tier,Western Resource,Western Resource Tier,block_timestamp,price_usd,koda_or_not
11541,11199,43,7,29,1,25,0,9992,3,3,1,-1.3903492470444563,1,0,74,0,74,0,-1.6219853260386474,30039.79273776364,0
11542,11199,43,7,29,1,25,0,9992,3,3,1,-1.3903492470444563,1,0,74,0,74,0,-1.6219853260386474,49071.36688226135,0
11544,11201,74,1,74,0,17,1,9992,74,0,1,-1.3902798182888274,1,2,74,0,27,1,-1.6219853260386474,40963.35373331405,0
11545,11202,74,1,74,0,2,3,9992,55,2,1,-1.390245103911013,1,1,74,0,36,1,-1.5542552221859707,14236.647727848216,0
11549,11206,74,5,74,0,19,0,8874,74,0,0,-1.3901062463997558,1,2,32,1,74,0,-1.6219853260386474,54617.80497775207,1
11554,11211,74,7,55,3,25,2,9992,74,0,1,-1.389932674510684,1,0,74,0,74,0,-1.6219853260386474,46124.73630371162,0
11555,11212,0,6,15,1,20,1,3341,74,0,1,-1.3898979601328696,1,0,74,0,41,1,-1.6219853260386474,109235.60995550411,1
11556,11212,0,6,15,1,20,1,3341,74,0,1,-1.3898979601328696,1,0,74,0,41,1,-1.6219853260386474,48855.62655259923,1
11557,11213,74,3,74,0,3,1,9992,74,0,1,-1.3898632457550553,1,0,74,0,74,0,-1.5813472637270414,13272.586700555608,0
11561,11217,74,6,74,0,20,1,9992,74,0,1,-1.3897243882437977,1,2,73,1,74,0,-1.6219853260386474,19116.231742213226,0
11563,11219,74,6,4,3,24,1,9992,4,1,1,-1.389654959488169,1,0,71,2,73,1,-1.608439305268112,15551.876980454155,0
11564,11220,74,4,74,0,7,1,9992,74,0,1,-1.3896202451103548,1,0,42,3,27,3,-1.608439305268112,15834.638380098777,0
11565,11220,74,4,74,0,7,1,9992,74,0,1,-1.3896202451103548,1,0,42,3,27,3,-1.6219853260386474,42301.489955268975,0
11571,11226,74,6,74,0,18,0,9992,74,0,1,-1.3894119588434686,1,0,5,1,27,1,-1.066598474446698,4994.2927385719295,0
11572,11227,74,1,74,0,17,0,9992,74,0,0,-1.3893772444656542,1,1,74,0,42,1,0.2609115610657662,2794.773604483779,0
11573,11227,74,1,74,0,17,0,9992,74,0,0,-1.3893772444656542,1,1,74,0,42,1,-1.608439305268112,17107.06467849957,0
11574,11228,74,7,27,1,25,3,9992,74,0,0,-1.38934253008784,1,0,4,2,11,1,-0.6331258097895669,9343.679261111389,0
11575,11228,74,7,27,1,25,3,9992,74,0,0,-1.38934253008784,1,0,4,2,11,1,-1.6219853260386474,46944.00337837791,0
11576,11229,61,1,74,0,16,3,7852,74,0,1,-1.3893078157100254,1,0,4,1,74,0,-1.5542552221859707,100772.37945739047,1
11584,11237,7,5,31,3,0,0,9992,47,1,1,-1.3890301006875105,1,1,42,2,51,1,-1.5948932844975767,37142.87255123363,0
11587,11240,74,3,73,1,8,2,9992,74,0,1,-1.3889259575540676,1,0,74,0,74,0,-0.673763872101173,4055.0120183768554,0
11590,11243,74,6,74,0,18,3,9992,74,0,1,-1.3888218144206244,1,1,74,0,74,0,-0.673763872101173,3954.032121129546,0
11601,11254,44,3,29,1,8,1,9992,74,0,0,-1.3884399562646665,1,2,74,0,74,0,0.0712672702782713,3611.819438929294,0
11602,11254,44,3,29,1,8,1,9992,74,0,0,-1.3884399562646665,1,2,74,0,74,0,-1.3781569521690111,11021.302777279345,0
11607,11259,74,1,74,0,2,3,9992,74,0,0,-1.3882663843755947,1,0,74,0,74,0,-1.0801444952172334,5634.388458440265,0
11625,11277,17,6,74,0,24,0,9992,39,1,1,-1.3876415255749364,1,1,47,3,74,0,-1.608439305268112,23327.81547068123,0
11626,11277,17,6,74,0,24,0,9992,39,1,1,-1.3876415255749364,1,1,47,3,74,0,-1.6219853260386474,21847.121991100827,0
11629,11280,74,6,32,2,24,1,9992,73,3,0,-1.3875373824414932,1,2,74,0,42,1,-1.6219853260386474,40963.35373331405,0
11635,11286,69,5,74,0,11,3,9992,36,2,1,-1.387329096174607,1,0,74,0,74,0,0.24736554029523086,3108.271128908552,0
11637,11288,60,1,37,3,2,3,9992,39,1,1,-1.3872596674189783,1,0,74,0,74,0,-1.608439305268112,26579.57156659437,0
11638,11288,60,1,37,3,2,3,9992,39,1,1,-1.3872596674189783,1,0,74,0,74,0,-1.608439305268112,19793.29797512347,0
11639,11289,74,3,74,0,23,0,9992,42,1,1,-1.387224953041164,1,0,74,0,74,0,-1.5948932844975767,14000.00580777268,0
11640,11290,74,1,74,0,2,0,9992,74,0,1,-1.3871902386633497,1,0,74,0,74,0,-1.5000711391038293,8343.029496784233,0
11641,11291,74,3,73,2,8,0,9992,61,3,0,-1.3871555242855353,1,1,4,1,59,1,-1.337518889857405,10265.116468061158,0
11644,11294,4,2,74,0,14,2,9992,39,3,1,-1.3870513811520921,1,0,74,0,25,2,-1.5948932844975767,18571.436275616816,0
11645,11294,4,2,74,0,14,2,9992,39,3,1,-1.3870513811520921,1,0,74,0,25,2,-1.5948932844975767,14342.863092860987,0
11646,11295,74,1,74,0,17,3,9992,39,2,1,-1.3870166667742778,1,0,29,1,55,3,-1.5948932844975767,19714.29389257785,0
11647,11295,74,1,74,0,17,3,9992,39,2,1,-1.3870166667742778,1,0,29,1,55,3,-1.608439305268112,11282.179845820378,0
11648,11295,74,1,74,0,17,3,9992,39,2,1,-1.3870166667742778,1,0,29,1,55,3,-1.6219853260386474,43148.065932424135,0
11649,11296,15,7,39,1,6,2,9992,4,2,1,-1.3869819523964635,1,1,74,0,74,0,-1.2291507236931223,12138.656593096328,0
11650,11296,15,7,39,1,6,2,9992,4,2,1,-1.3869819523964635,1,1,74,0,74,0,-1.608439305268112,33648.6065577099,0
11653,11299,56,1,74,0,17,0,9992,51,1,1,-1.3868778092630203,1,0,73,2,4,2,0.22027349875416016,3291.5348127133525,0
11654,11299,56,1,74,0,17,0,9992,51,1,1,-1.3868778092630203,1,0,73,2,4,2,0.2067274779836248,3410.7854872074718,0
11655,11300,43,2,4,3,9,0,9992,42,1,0,-1.386843094885206,1,0,74,0,74,0,-1.5948932844975767,20000.008296818112,0
11658,11303,74,3,73,3,28,2,9992,74,0,1,-1.386738951751763,1,0,74,0,74,0,-1.337518889857405,9475.492124364146,0
11667,11312,74,6,51,1,24,1,9992,74,0,1,-1.3864265223514338,1,1,74,0,74,0,-1.5948932844975767,14188.577314571248,0
11668,11313,74,7,51,2,12,0,3719,62,3,1,-1.3863918079736195,1,0,74,0,74,0,-1.2697887860047283,37636.44592184787,1
11670,11315,4,3,74,0,28,0,9992,74,0,0,-1.3863223792179906,1,2,39,2,74,0,-0.755039996724385,4385.32794055441,0
11671,11315,4,3,74,0,28,0,9992,74,0,0,-1.3863223792179906,1,2,39,2,74,0,-1.6219853260386474,46397.825328600375,0
11693,11337,74,1,74,0,2,2,9992,74,0,1,-1.3855586629060748,1,0,74,0,74,0,-1.5813472637270414,9740.83737721632,0
11694,11338,62,7,74,0,12,0,9992,62,2,0,-1.3855239485282604,1,1,70,2,4,2,-1.5542552221859707,18304.26136437628,0
11695,11338,62,7,74,0,12,0,9992,62,2,0,-1.3855239485282604,1,1,70,2,4,2,-1.5813472637270414,13915.481967451886,0
11700,11343,74,3,74,0,23,4,9992,74,0,0,-1.3853503766391886,1,2,74,0,74,0,-1.0530524536761627,5053.986355346868,0
11702,11345,74,1,47,1,17,0,9992,39,1,1,-1.38528094788356,1,1,74,0,42,3,-0.40284345669046595,4311.518235758738,0
11711,11354,74,2,74,0,13,0,9992,55,1,1,-1.3849685184832308,1,1,36,1,62,2,0.098359311819342,2926.5659286197106,0
11719,11362,74,1,74,0,16,1,9992,74,0,1,-1.384690803460716,1,0,74,0,74,0,-1.6219853260386474,46124.73630371162,0
11720,11363,74,1,74,0,2,2,9992,32,1,1,-1.3846560890829014,1,0,3,1,74,0,-1.486525118333294,7473.386063781596,0
11726,11369,74,3,74,0,23,1,9992,4,2,1,-1.3844478028160154,1,1,74,0,31,2,0.15254339490148341,3089.9697819746016,0
11727,11370,74,3,32,3,23,2,8540,62,2,1,-1.3844130884382009,1,1,42,2,36,3,0.17963543644255411,30012.748998005456,1
11735,11378,74,6,74,0,27,4,9992,74,0,1,-1.384135373415686,1,0,74,0,74,0,-0.18610712436190036,4353.198706956402,0
11738,11381,74,7,74,0,15,2,5401,74,0,0,-1.384031230282243,1,0,62,1,45,1,-0.48411958131367805,44235.08070794619,1
11739,11381,74,7,74,0,15,2,5401,74,0,0,-1.384031230282243,1,0,62,1,45,1,-1.4729790975627586,42584.18680006645,1
11740,11382,74,2,55,2,4,1,8600,74,0,1,-1.3839965159044287,1,2,51,1,74,0,-1.4729790975627586,39359.34707592706,1
11742,11384,74,6,74,0,18,1,9992,74,0,0,-1.3839270871487999,1,0,74,0,74,0,-1.6219853260386474,24578.01223998843,0
11749,11391,74,1,4,1,17,0,9992,74,0,0,-1.3836840865040994,1,0,50,2,74,0,-1.2426967444636576,7076.170914523121,0
11750,11391,74,1,4,1,17,0,9992,74,0,0,-1.3836840865040994,1,0,50,2,74,0,-1.256242765234193,6043.531733246336,0
11760,11401,8,1,29,2,26,0,9992,36,1,1,-1.3833369427259559,1,0,31,3,51,2,-1.337518889857405,11646.959069530929,0
11767,11408,74,5,74,0,21,2,9992,73,1,0,-1.3830939420812554,1,1,74,0,74,0,-1.6219853260386474,16385.34149332562,0
11770,11411,24,1,74,0,2,0,9992,4,1,1,-1.3829897989478124,1,2,74,0,51,1,-1.608439305268112,15834.638380098777,0
11772,11413,74,6,74,0,24,1,9992,71,1,1,-1.3829203701921835,1,0,74,0,74,0,-1.4729790975627586,7399.473861827094,0
11773,11413,74,6,74,0,24,1,9992,71,1,1,-1.3829203701921835,1,0,74,0,74,0,-1.4729790975627586,7088.018011554663,0
11775,11415,74,6,74,0,24,0,9992,31,2,1,-1.3828509414365548,1,0,29,1,74,0,-1.5813472637270414,12245.62413135766,0
11776,11416,74,6,55,2,18,1,9992,39,1,1,-1.3828162270587405,1,0,31,1,5,2,-1.5948932844975767,14257.14877158891,0
11777,11417,74,3,74,0,28,2,1529,26,1,0,-1.3827815126809262,1,0,74,0,74,0,-1.6219853260386474,90119.37821329093,1
11778,11418,74,7,74,0,12,2,9992,74,0,1,-1.3827467983031119,1,0,74,0,74,0,-1.6219853260386474,37686.285434648926,0
11780,11420,74,3,74,0,3,1,9992,74,0,0,-1.382677369547483,1,1,4,2,74,0,-1.608439305268112,16965.68397867726,0
11803,11443,74,4,74,0,22,0,9992,74,0,1,-1.3818789388577528,1,1,74,0,3,1,0.17963543644255411,3356.4553613154035,0
11809,11449,74,2,74,0,14,4,9992,27,1,0,-1.3816706525908666,1,0,74,0,4,3,-1.025960412135092,4101.392792296442,0
11810,11450,74,7,74,0,15,2,9992,42,3,0,-1.3816359382130523,1,1,74,0,29,1,0.0712672702782713,3548.73088977769,0
11811,11450,74,7,74,0,15,2,9992,42,3,0,-1.3816359382130523,1,1,74,0,29,1,-0.21319916590297106,4910.427093093922,0
11812,11450,74,7,74,0,15,2,9992,42,3,0,-1.3816359382130523,1,1,74,0,29,1,-1.5000711391038293,12302.05421777836,0
11813,11451,74,2,62,2,9,4,9992,51,2,0,-1.381601223835238,1,0,74,0,42,1,-1.567801242956506,18758.646006693147,0
11814,11451,74,2,62,2,9,4,9992,51,2,0,-1.381601223835238,1,0,74,0,42,1,-1.567801242956506,17641.359880902648,0
11815,11452,74,2,47,2,13,0,9992,74,0,0,-1.3815665094574237,1,0,74,0,62,2,-1.3646109313984758,8469.053243522098,0
11819,11456,74,6,29,2,27,4,9992,74,0,1,-1.3814276519461661,1,0,36,2,3,1,-0.1996531451324357,4163.8646360816965,0
11822,11459,74,1,74,0,26,1,9992,36,3,1,-1.3813235088127231,1,1,74,0,74,0,-1.3781569521690111,7666.99323636824,0
11828,11465,74,4,74,0,7,1,9992,30,2,0,-1.381115222545837,1,0,74,0,74,0,-0.13192304127975896,4801.96068126599,0
11829,11465,74,4,74,0,7,1,9992,30,2,0,-1.381115222545837,1,0,74,0,74,0,-0.5924877474779608,5772.698436514898,0
11830,11465,74,4,74,0,7,1,9992,30,2,0,-1.381115222545837,1,0,74,0,74,0,-1.6219853260386474,40826.80922086967,0
11835,11470,74,7,74,0,12,4,9992,32,1,1,-1.380941650656765,1,1,27,2,74,0,-1.6219853260386474,47107.85679331116,0
11839,11474,74,1,39,1,2,1,9992,74,0,0,-1.3808027931455078,1,1,74,0,3,1,-0.5247576436252841,3807.993525927186,0
11844,11479,27,4,73,1,7,1,9992,74,0,1,-1.380629221256436,1,0,74,0,74,0,-1.608439305268112,39586.59595024694,0
11846,11481,74,3,3,1,3,2,9992,29,2,1,-1.3805597925008073,1,1,74,0,74,0,-1.6219853260386474,40963.35373331405,0
11856,11491,11,5,74,0,11,4,9992,74,0,1,-1.3802126487226636,1,0,74,0,39,1,-1.486525118333294,13002.286098428796,0
11858,11493,74,5,22,1,0,4,9992,42,2,0,-1.380143219967035,1,2,74,0,74,0,-1.6219853260386474,42328.79885775785,0
11865,11500,74,2,74,0,9,4,7716,74,0,1,-1.3799002193223344,1,0,74,0,74,0,-1.6219853260386474,106504.71970661652,1
11875,11510,74,4,74,0,22,3,9992,74,0,1,-1.3795530755441907,1,0,74,0,74,0,-1.608439305268112,15382.220140667385,0
11899,11534,74,7,74,0,12,1,9992,3,1,1,-1.3787199304766462,1,2,51,3,60,1,-1.608439305268112,19510.53657547885,0
11902,11537,74,2,74,0,9,3,9992,74,0,0,-1.3786157873432032,1,1,74,0,74,0,-0.7279479551833143,4145.395114680392,0
11903,11538,74,7,74,0,15,2,9992,74,0,1,-1.378581072965389,1,0,32,1,73,1,-1.5542552221859707,13741.937961243451,0
11915,11550,74,1,29,1,2,3,9992,74,0,0,-1.3781645004316165,1,2,31,1,74,0,-1.3646109313984758,9678.917992596684,0
11916,11551,74,7,73,1,12,3,9992,74,0,1,-1.3781297860538022,1,0,74,0,27,3,-1.4323410352511525,9859.83384567058,0
11918,11553,74,1,74,0,26,0,9992,74,0,1,-1.3780603572981733,1,1,74,0,74,0,-1.5407092014154353,10755.89252073744,0
11921,11556,74,2,74,0,9,1,9992,74,0,1,-1.3779562141647304,1,0,74,0,74,0,-1.608439305268112,15551.876980454155,0
11922,11556,74,2,74,0,9,1,9992,74,0,1,-1.3779562141647304,1,0,74,0,74,0,-1.6219853260386474,37170.14717760917,0
11923,11557,74,6,74,0,27,2,9992,27,2,0,-1.377921499786916,1,2,51,1,74,0,-1.6219853260386474,40963.35373331405,0
11924,11558,74,7,49,2,6,0,9992,74,0,1,-1.3778867854091017,1,2,74,0,51,1,-1.5407092014154353,16120.3602190501,0
11952,11586,74,3,29,1,3,0,9992,74,0,0,-1.3769147828302997,1,0,39,2,4,2,-1.4323410352511525,7600.288589371074,0
11966,11600,74,7,74,0,25,3,9992,51,1,1,-1.3764287815408986,1,1,36,1,32,3,-1.5948932844975767,17142.864254415523,0
11974,11608,74,3,61,1,8,0,9992,74,0,1,-1.3761510665183838,1,1,74,0,74,0,-1.4594330767922232,7448.924191750389,0
12020,11654,74,1,29,2,2,1,9992,74,0,1,-1.3745542051389232,1,1,74,0,74,0,-1.5271631806449,10781.209960394548,0
12028,11662,74,1,27,1,17,3,9992,74,0,1,-1.3742764901164084,1,0,74,0,74,0,-1.5813472637270414,15557.508839611208,0
12032,11666,18,2,29,1,9,3,9992,27,1,1,-1.3741376326051509,1,0,74,0,74,0,0.13899737413094806,4894.63646995092,0
12033,11666,18,2,29,1,9,3,9992,27,1,1,-1.3741376326051509,1,0,74,0,74,0,-0.5383036643958194,6478.865107206108,0
12034,11667,74,2,74,0,13,1,9992,62,1,1,-1.3741029182273365,1,1,74,0,32,3,-1.5813472637270414,13358.86268875381,0
12037,11670,32,6,62,1,27,1,9992,73,3,0,-1.3739987750938936,1,0,74,0,36,1,-1.5407092014154353,26283.19600932081,0
12045,11678,74,2,42,2,14,0,1887,29,3,1,-1.3737210600713787,1,0,74,0,63,3,-1.5948932844975767,88571.4653144802,1
12047,11680,74,7,4,3,12,0,9992,74,0,1,-1.3736516313157499,1,0,74,0,47,3,-1.4729790975627586,7609.195806521917,0
12049,11682,74,6,74,0,20,0,9992,74,0,1,-1.3735822025601212,1,2,31,2,62,1,-1.3646109313984758,8065.764993830569,0
12063,11696,74,6,74,0,24,0,9992,74,0,1,-1.3730962012707202,1,0,29,2,51,1,-1.608439305268112,13996.68928240874,0
12064,11696,74,6,74,0,24,0,9992,74,0,1,-1.3730962012707202,1,0,29,2,51,1,-1.608439305268112,12252.051446601428,0
12065,11697,74,4,74,0,7,2,9992,74,0,0,-1.3730614868929059,1,1,47,1,73,1,-1.5948932844975767,17714.293062896042,0
12066,11697,74,4,74,0,7,2,9992,74,0,0,-1.3730614868929059,1,1,47,1,73,1,-1.608439305268112,11624.32113939037,0
12067,11698,74,3,27,2,28,2,9992,74,0,1,-1.3730267725150915,1,0,51,3,74,0,-1.3239728690868697,7929.113030739124,0
12068,11699,74,5,74,0,11,2,9992,73,2,0,-1.3729920581372772,1,2,74,0,74,0,-1.608439305268112,15071.1826010583,0
12069,11699,74,5,74,0,11,2,9992,73,2,0,-1.3729920581372772,1,2,74,0,74,0,-1.608439305268112,11593.21738542946,0
12075,11705,14,3,3,1,28,3,9992,39,2,1,-1.372783771870391,1,0,42,1,32,3,-1.6219853260386474,43694.24398220165,0
12079,11709,74,6,74,0,20,3,9992,42,1,1,-1.3726449143591335,1,0,74,0,29,1,-1.5948932844975767,18457.150513920715,0
12080,11709,74,6,74,0,20,3,9992,42,1,1,-1.3726449143591335,1,0,74,0,29,1,-1.608439305268112,14138.069982231047,0
12082,11711,74,7,73,2,12,2,9992,74,0,1,-1.3725754856035048,1,0,74,0,74,0,-1.2697887860047283,6303.689098692512,0
12083,11711,74,7,73,2,12,2,9992,74,0,1,-1.3725754856035048,1,0,74,0,74,0,-1.6219853260386474,39597.908608870246,0
12085,11713,0,1,74,0,2,1,9992,74,0,1,-1.3725060568478762,1,2,37,1,74,0,-1.6219853260386474,40936.04483082517,0
12086,11714,74,6,74,0,27,2,9992,74,0,0,-1.3724713424700616,1,0,74,0,74,0,-1.6219853260386474,43388.38427432624,0
12087,11715,57,5,74,0,0,3,9992,74,0,1,-1.3724366280922473,1,2,74,0,74,0,-1.6219853260386474,40335.2489760699,0
12088,11716,11,1,74,0,26,4,9992,74,0,1,-1.372401913714433,1,0,74,0,74,0,-1.6219853260386474,50985.72094673156,0
12089,11717,74,6,74,0,18,0,9992,27,1,1,-1.3723671993366187,1,2,74,0,10,2,-1.5948932844975767,18542.86483519279,0
12090,11717,74,6,74,0,18,0,9992,27,1,1,-1.3723671993366187,1,2,74,0,10,2,-1.6219853260386474,47080.54789082228,0
12091,11718,55,7,74,0,15,0,9992,36,3,1,-1.3723324849588043,1,1,74,0,74,0,-1.6219853260386474,48547.03595447493,0
12092,11719,74,7,74,0,25,2,3545,74,0,1,-1.37229777058099,1,2,74,0,74,0,-1.6219853260386474,52542.32838859748,1
12094,11721,59,4,51,2,1,0,9992,73,2,1,-1.3722283418253611,1,0,74,0,74,0,-1.567801242956506,17641.359880902648,0
12095,11721,59,4,51,2,1,0,9992,73,2,1,-1.3722283418253611,1,0,74,0,74,0,-1.6219853260386474,46728.26304871578,0
12096,11722,74,7,74,0,25,0,9992,32,1,0,-1.3721936274475468,1,2,74,0,74,0,-1.5271631806449,10227.65150277038,0
12104,11730,74,3,74,0,3,2,9992,74,0,1,-1.371915912425032,1,2,74,0,74,0,-0.023554875115476145,3318.744424588514,0
12105,11730,74,3,74,0,3,2,9992,74,0,1,-1.371915912425032,1,2,74,0,74,0,-0.7414939759538497,4024.515043183133,0
12106,11730,74,3,74,0,3,2,9992,74,0,1,-1.371915912425032,1,2,74,0,74,0,-1.5948932844975767,14285.720212012937,0
12110,11734,74,4,74,0,1,0,9992,74,0,1,-1.3717770549137747,1,1,74,0,74,0,-1.567801242956506,13951.375439147178,0
12111,11735,24,2,27,2,9,1,9992,4,2,1,-1.3717423405359603,1,0,31,1,39,3,-0.3622053943788599,4895.504524438747,0
12122,11746,74,6,47,1,27,2,9992,74,0,0,-1.3713604823800023,1,2,74,0,56,3,-1.1749666406109809,8243.541743834689,0
12125,11749,74,1,74,0,26,2,9992,74,0,0,-1.3712563392465593,1,1,74,0,73,3,-1.608439305268112,15551.876980454155,0
12133,11757,74,3,39,3,8,2,9992,74,0,0,-1.3709786242240443,1,0,74,0,74,0,-1.5813472637270414,13887.65100351698,0
12136,11760,74,1,55,1,16,1,9992,3,1,0,-1.3708744810906013,1,1,74,0,74,0,-0.0912849789681529,2671.1399671460244,0
12140,11764,69,3,55,1,23,0,9992,42,2,0,-1.3707356235793438,1,0,29,1,4,1,-0.0641929374270822,4649.827031278796,0
12144,11768,74,7,74,0,12,1,9992,74,0,0,-1.3705967660680864,1,0,74,0,32,1,-1.608439305268112,16371.885039423556,0
12160,11784,74,6,74,0,24,0,9992,74,0,1,-1.3700413360230568,1,0,74,0,74,0,-0.5518496851663548,4459.081015076243,0
12163,11787,74,3,73,1,3,0,9992,74,0,0,-1.3699371928896136,1,2,74,0,47,3,-1.608439305268112,14109.793842266588,0
12164,11788,74,7,74,0,6,1,9992,74,0,1,-1.3699024785117992,1,1,74,0,36,2,-0.7279479551833143,3969.598605029104,0
12172,11796,74,1,74,0,2,0,9992,74,0,0,-1.3696247634892844,1,2,74,0,74,0,-1.5407092014154353,11537.649119989035,0
12173,11797,20,3,32,1,28,3,9992,51,1,0,-1.36959004911147,1,0,51,1,62,3,-0.48411958131367805,9917.97072715004,0
12174,11797,20,3,32,1,28,3,9992,51,1,0,-1.36959004911147,1,0,51,1,62,3,-1.0395064329056274,5048.841483873372,0
12190,11813,41,7,74,0,15,0,9992,74,0,1,-1.3690346190664402,1,0,27,2,29,3,-1.567801242956506,20581.586527719755,0
12192,11815,74,1,62,3,26,0,9992,47,1,0,-1.3689651903108115,1,0,74,0,74,0,-0.29447529052618315,3806.500389531049,0
12193,11816,74,1,51,2,2,0,9992,74,0,1,-1.3689304759329972,1,1,37,2,74,0,-0.5789417267074255,4738.475969354735,0
12195,11818,74,7,29,2,25,1,9992,74,0,1,-1.3688610471773686,1,0,27,2,74,0,-1.608439305268112,15551.876980454155,0
12196,11819,74,3,55,1,23,1,9992,51,1,0,-1.3688263327995542,1,1,74,0,9,2,-1.608439305268112,15551.876980454155,0
12197,11820,62,1,47,2,16,1,9992,73,2,0,-1.3687916184217397,1,1,74,0,74,0,-1.608439305268112,18379.490976900364,0
12199,11822,74,4,74,0,7,4,9992,29,3,1,-1.368722189666111,1,1,74,0,51,1,-1.6219853260386474,39461.36409642587,0
12200,11822,74,4,74,0,7,4,9992,29,3,1,-1.368722189666111,1,1,74,0,51,1,-1.6219853260386474,40963.35373331405,0
12204,11826,74,7,70,1,12,4,9992,31,1,1,-1.3685833321548537,1,2,73,2,47,3,-0.34865937360832455,6334.524707621133,0
12208,11830,43,2,74,0,14,1,9992,74,0,1,-1.3684444746435962,1,1,29,1,73,2,-1.2833348067752637,9347.046514228963,0
12209,11831,74,3,74,0,3,3,9992,20,2,1,-1.3684097602657819,1,0,4,1,74,0,-1.6219853260386474,45742.41166886735,0
12210,11832,74,3,74,0,23,3,9992,31,1,0,-1.3683750458879675,1,0,47,2,29,3,-1.6219853260386474,22120.211015989586,0
12214,11836,74,6,74,0,20,1,9992,4,2,0,-1.36823618837671,1,0,74,0,55,1,-0.5112116228547487,4330.517622614017,0
12216,11838,74,4,27,1,7,2,9992,74,0,1,-1.3681667596210814,1,0,4,2,31,2,-0.1454690620502943,3668.231359935975,0
12217,11838,74,4,27,1,7,2,9992,74,0,1,-1.3681667596210814,1,0,4,2,31,2,-1.5813472637270414,13358.86268875381,0
12218,11838,74,4,27,1,7,2,9992,74,0,1,-1.3681667596210814,1,0,4,2,31,2,-1.6219853260386474,43694.24398220165,0
12219,11839,28,1,74,0,2,0,9992,3,3,1,-1.368132045243267,1,0,74,0,51,1,-0.21319916590297106,4499.594547456582,0
12220,11840,74,3,73,3,23,3,9992,31,1,1,-1.3680973308654527,1,0,73,2,55,1,-1.608439305268112,19510.53657547885,0
12222,11842,74,1,74,0,17,3,9992,74,0,1,-1.3680279021098238,1,0,74,0,8,2,-1.5948932844975767,16571.435445935007,0
12223,11843,74,4,52,2,22,2,9992,4,3,0,-1.3679931877320095,1,0,39,2,27,3,-1.5948932844975767,18571.436275616816,0
12224,11844,54,7,74,0,25,2,9992,74,0,0,-1.3679584733541952,1,1,74,0,74,0,-1.5948932844975767,12857.148190811642,0
12225,11845,74,1,74,0,2,0,9992,74,0,0,-1.3679237589763809,1,1,47,1,74,0,-0.8498621421181325,4199.186659258857,0
12226,11845,74,1,74,0,2,0,9992,74,0,0,-1.3679237589763809,1,1,47,1,74,0,-1.215604702922587,5768.469576354338,0
12232,11851,74,1,74,0,26,3,7616,55,3,0,-1.3677154727094947,1,0,74,0,31,1,-1.5136171598743646,60233.283356126245,1
12233,11851,74,1,74,0,26,3,7616,55,3,0,-1.3677154727094947,1,0,74,0,31,1,-1.5813472637270414,72360.5062307498,1
12246,11864,74,7,31,1,12,0,5324,74,0,1,-1.367264185797908,1,0,70,1,74,0,-1.6219853260386474,95553.84980857724,1
12247,11864,74,7,31,1,12,0,5324,74,0,1,-1.367264185797908,1,0,70,1,74,0,-1.6219853260386474,79195.81721774049,1
12252,11869,74,6,29,2,20,1,9992,15,1,1,-1.3670906139088361,1,2,74,0,74,0,-1.608439305268112,21489.866372991197,0
12253,11869,74,6,29,2,20,1,9992,15,1,1,-1.3670906139088361,1,2,74,0,74,0,-1.6219853260386474,39461.36409642587,0
12254,11869,74,6,29,2,20,1,9992,15,1,1,-1.3670906139088361,1,2,74,0,74,0,-1.6219853260386474,43666.93507971278,0
12269,11884,74,2,74,0,13,0,9992,58,2,1,-1.3665698982416208,1,0,16,3,36,1,-1.608439305268112,31669.27676019755,0
12270,11884,74,2,74,0,13,0,9992,58,2,1,-1.3665698982416208,1,0,16,3,36,1,-1.608439305268112,29689.946962685204,0
12271,11884,74,2,74,0,13,0,9992,58,2,1,-1.3665698982416208,1,0,16,3,36,1,-1.608439305268112,27569.236465350543,0
12272,11884,74,2,74,0,13,0,9992,58,2,1,-1.3665698982416208,1,0,16,3,36,1,-1.6219853260386474,42328.79885775785,0
12293,11905,0,6,5,2,18,1,9992,74,0,1,-1.3658408963075193,1,2,74,0,62,2,-0.6873098928717083,6947.523922095762,0
12294,11906,74,5,74,0,21,3,9992,74,0,1,-1.365806181929705,1,2,29,1,74,0,-1.6219853260386474,43011.52141997976,0
12295,11907,74,4,39,3,22,3,9992,74,0,1,-1.3657714675518906,1,2,36,1,74,0,-1.1343285782993748,7743.018733408051,0
12296,11907,74,4,39,3,22,3,9992,74,0,1,-1.3657714675518906,1,2,36,1,74,0,-1.1885126613815162,7263.074351204622,0
12297,11908,74,1,37,1,2,4,9992,39,3,0,-1.3657367531740763,1,1,74,0,74,0,-1.025960412135092,3980.7635925230175,0
12299,11910,74,1,27,2,26,2,9992,74,0,1,-1.3656673244184476,1,1,74,0,73,1,-1.6219853260386474,42055.70983286909,0
12312,11923,74,6,74,0,18,0,9992,74,0,1,-1.365216037506861,1,2,74,0,74,0,-1.6219853260386474,17502.27560512065,0
12313,11924,59,4,74,0,1,3,9992,74,0,0,-1.3651813231290466,1,0,74,0,74,0,-1.608439305268112,22592.635831605217,0
12316,11927,74,5,73,3,11,0,9992,51,3,0,-1.3650771799956034,1,0,74,0,62,1,-1.0395064329056274,3606.315345623837,0
